web-scraper-order,web-scraper-start-url,apartamente,apartamente-href,no_of_rooms,surface,no_of_bathrooms,partitioning,price,no_of_terraces,cartier,title,age,user_id,city,county
1628179462-812,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Inchiriere 3 camere 70 mp utili, imobil nou, AC, zona strazii Patriciu Barbu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz9063ai,3,70,1,Semidecomandat,350,0,Marasti,"Inchiriere 3 camere 70 mp utili, imobil nou, AC, zona strazii Patriciu Barbu", Nou,1,Cluj,Cluj-Napoca
1628179251-720,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament cu 4 camere, 75 mp, decomandat, 2 parcari, zona strazii Mehedinti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-manastur-blitz49061ai,4,75,2,Decomandat,460,0,Manastur,"Apartament cu 4 camere, 75 mp, decomandat, 2 parcari, zona strazii Mehedinti", Vechi,1,Cluj,Cluj-Napoca
1628179240-715,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament, 2 camere decomandate, 50 mp, Gheorghe Doja, petfriendly!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz59641ai,2,50,1,Decomandat,200,0,Floresti,"Apartament, 2 camere decomandate, 50 mp, Gheorghe Doja, petfriendly!", Nou,1,Cluj,Cluj-Napoca
1628179586-865,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"2 camere, 51 mp, modern, garaj, zona Scala Center",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz62291ai,2,51,1,Semidecomandat,550,1,Central,"2 camere, 51 mp, modern, garaj, zona Scala Center", Nou,1,Cluj,Cluj-Napoca
1628179131-669,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament 2 camere, lux, 48 mp, terasa, zona Fagului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz55988ai,2,48,1,Semidecomandat,280,1,Floresti,"Apartament 2 camere, lux, 48 mp, terasa, zona Fagului", Nou,1,Cluj,Cluj-Napoca
1628179717-922,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament 2 camere, 45 mp, zona VIVO",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz63737ai,2,45,1,Semidecomandat,230,1,Floresti,"Apartament 2 camere, 45 mp, zona VIVO", Nou,1,Cluj,Cluj-Napoca
1628179363-769,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament 2 camere, 60 mp, terasa, parcare subterana, Record Park",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz66811ai,2,60,1,Semidecomandat,540,0,Central,"Apartament 2 camere, 60 mp, terasa, parcare subterana, Record Park", Nou,1,Cluj,Cluj-Napoca
1628179332-755,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament cu 4 camere decomandat, 80 mp, parcare, zona strazii Negoiu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-manastur-blitz54316ai,4,80,2,Decomandat,450,1,Manastur,"Apartament cu 4 camere decomandat, 80 mp, parcare, zona strazii Negoiu", Vechi,1,Cluj,Cluj-Napoca
1628180046-1063,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 3 camere, masina de spalat vase, parcare, zona Petrom",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-baciu-blitz66934ai,3,63,1,Semidecomandat,350,0,Baciu,"Apartament 3 camere, masina de spalat vase, parcare, zona Petrom", Nou,1,Cluj,Cluj-Napoca
1628179656-895,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament 3 camere, decomandat, 75 mp, zona pod Ira, Marasti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz67402ai,3,75,2,Decomandat,420,1,Marasti,"Apartament 3 camere, decomandat, 75 mp, zona pod Ira, Marasti", Nou,1,Cluj,Cluj-Napoca
1628179519-836,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 3 camere, 67 mp, parcare, imobil nou, zona Vivo",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz37331ai,3,67,1,Semidecomandat,350,1,Manastur,"Apartament 3 camere, 67 mp, parcare, imobil nou, zona Vivo", Nou,1,Cluj,Cluj-Napoca
1628179913-1006,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament 2 camere, loc de parcare, zona Teilor!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz69139ai,2,55,1,Semidecomandat,270,1,Floresti,"Apartament 2 camere, loc de parcare, zona Teilor!", Nou,1,Cluj,Cluj-Napoca
1628179825-968,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament 4 camere, 120 mp, parcare, terasa, zona strazii Eftimie Murgu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-andrei-muresanu-blitz59498ai,4,120,2,Semidecomandat,450,0,Andrei Muresanu,"Apartament 4 camere, 120 mp, parcare, terasa, zona strazii Eftimie Murgu", Nou,1,Cluj,Cluj-Napoca
1628179278-732,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"3 camere, 100 mp, imobil nou, mobilat lux, Complex Riviera Residence",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz36397ai,3,100,2,Semidecomandat,700,2,Gheorgheni,"3 camere, 100 mp, imobil nou, mobilat lux, Complex Riviera Residence", Nou,1,Cluj,Cluj-Napoca
1628178902-571,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament 3 camere, intr-o cladire interbelica cu o suprafata de 65 mp, lux!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz62559ai,3,65,1,Semidecomandat,550,0,Central,"Apartament 3 camere, intr-o cladire interbelica cu o suprafata de 65 mp, lux!", Nou,1,Cluj,Cluj-Napoca
1628179020-621,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament 3 camere , 81 mp, imobil nou, Complex Avella Residence",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz47474ai,3,81,2,Decomandat,650,1,Central,"Apartament 3 camere , 81 mp, imobil nou, Complex Avella Residence", Nou,1,Cluj,Cluj-Napoca
1628178991-608,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"3 camere decomandate, 108 mp si parcare, zona Emerson",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-iris-blitz49482ai,3,106,1,Decomandat,400,2,Iris,"3 camere decomandate, 108 mp si parcare, zona Emerson", Vechi,1,Cluj,Cluj-Napoca
1628179769-944,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Garsoniera open-space, imobil tip casa, in zona Spitalului de Recuperare",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz68813ai,1,30,1,Semidecomandat,350,0,Zorilor,"Garsoniera open-space, imobil tip casa, in zona Spitalului de Recuperare", Nou,1,Cluj,Cluj-Napoca
1628179922-1010,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament 2 camere, decomandat, ultracentral, 55 mp, zona strazii Brassai",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz62118ai,2,55,1,Semidecomandat,380,0,Central,"Apartament 2 camere, decomandat, ultracentral, 55 mp, zona strazii Brassai", Nou,1,Cluj,Cluj-Napoca
1628179111-660,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament 2 camere, 60 mp, decomandat, zona Big",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz32996ai,2,60,1,Decomandat,390,2,Manastur,"Apartament 2 camere, 60 mp, decomandat, zona Big", Nou,1,Cluj,Cluj-Napoca
1628178970-600,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"3 camere, 70 mp, cu parcare, zona Kaufland Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz62368ai,3,70,1,Semidecomandat,430,0,Manastur,"3 camere, 70 mp, cu parcare, zona Kaufland Manastur", Nou,1,Cluj,Cluj-Napoca
1628180112-1092,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 1 camera, 42 mp, imobil nou, zona Kaufland Manastur",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz69317ai,1,42,1,Semidecomandat,330,1,Manastur,"Apartament 1 camera, 42 mp, imobil nou, zona Kaufland Manastur", Nou,1,Cluj,Cluj-Napoca
1628179190-694,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament de 2 camere, mobilat modern, 52 mp, zona Hermes",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz66037ai,2,52,1,Semidecomandat,500,1,Gheorgheni,"Apartament de 2 camere, mobilat modern, 52 mp, zona Hermes", Nou,1,Cluj,Cluj-Napoca
1628179969-1030,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament 1 camera, 55 mp, decomandat, parcare, zona strazii Eroilor",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz32069ai,1,55,1,Decomandat,500,1,Central,"Apartament 1 camera, 55 mp, decomandat, parcare, zona strazii Eroilor", Vechi,1,Cluj,Cluj-Napoca
1628179888-995,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament 3 camere, 60 mp, decomandat, zona Aleea Retezat",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz28949ai,3,60,1,Decomandat,400,1,Manastur,"Apartament 3 camere, 60 mp, decomandat, zona Aleea Retezat", Vechi,1,Cluj,Cluj-Napoca
1628180062-1070,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament cu 2 camere, 65mp, parcare, zona strazii Alverna, cartier Gheorgheni",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz61611ai,2,65,1,Semidecomandat,300,1,Gheorgheni,"Apartament cu 2 camere, 65mp, parcare, zona strazii Alverna, cartier Gheorgheni", Nou,1,Cluj,Cluj-Napoca
1628179072-643,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament cu 1 camera, decomandat, 35 mp, zona strazii Avram Iancu, Centru",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz50134ai,1,35,1,Decomandat,450,1,Central,"Apartament cu 1 camera, decomandat, 35 mp, zona strazii Avram Iancu, Centru", Nou,1,Cluj,Cluj-Napoca
1628179771-945,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 2 camere decomandate, 69 mp, parcare subterana, zona Lidl!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz67924ai,2,69,1,Decomandat,250,2,Floresti,"Apartament 2 camere decomandate, 69 mp, parcare subterana, zona Lidl!", Nou,1,Cluj,Cluj-Napoca
1628179199-698,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"2 camere, 65 mp, mobilat modern, zona Parcului Central",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz14604ai,2,65,1,Semidecomandat,500,0,Central,"2 camere, 65 mp, mobilat modern, zona Parcului Central", Vechi,1,Cluj,Cluj-Napoca
1628179852-980,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Garsoniera de 35 mp, în zona străzii Republicii!",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz68355ai,1,35,1,Decomandat,420,0,Central,"Garsoniera de 35 mp, în zona străzii Republicii!", Nou,1,Cluj,Cluj-Napoca
1628179359-767,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament 1 camera, 30 mp, zona Ioan Rus",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-floresti-blitz55839ai,1,30,1,Semidecomandat,180,0,Floresti,"Apartament 1 camera, 30 mp, zona Ioan Rus", Nou,1,Cluj,Cluj-Napoca
1628179640-888,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament de 2 camere, 60 mp, în cartierul Zorilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz66876ai,2,60,1,Decomandat,350,0,Zorilor,"Apartament de 2 camere, 60 mp, în cartierul Zorilor", Vechi,1,Cluj,Cluj-Napoca
1628179467-814,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Garsoniera, prima inchiriere, 22 mp, zona strazii Grigore Alexandrescu",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz46565ai,1,22,1,Semidecomandat,240,0,Manastur,"Garsoniera, prima inchiriere, 22 mp, zona strazii Grigore Alexandrescu", Vechi,1,Cluj,Cluj-Napoca
1628179230-712,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 2 camere decomandate, 50 mp, partial mobilat, zona Florilor!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz66641ai,2,50,1,Decomandat,170,0,Floresti,"Apartament 2 camere decomandate, 50 mp, partial mobilat, zona Florilor!", Nou,1,Cluj,Cluj-Napoca
1628179228-711,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 2 camere, 58 mp, zona Florilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz57916ai,2,58,1,Semidecomandat,230,2,Floresti,"Apartament 2 camere, 58 mp, zona Florilor", Nou,1,Cluj,Cluj-Napoca
1628180030-1057,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"1 camera, 30 mp, parcare in curte, zona strazii Dunarii",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-intre-lacuri-blitz63442ai,1,30,1,Decomandat,230,0,Intre Lacuri,"1 camera, 30 mp, parcare in curte, zona strazii Dunarii", Vechi,1,Cluj,Cluj-Napoca
1628179985-1037,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament 3 camere decomandate, etaj intermediar, zona strazii dejului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz9286ai,3,68,1,Decomandat,350,1,Marasti,"Apartament 3 camere decomandate, etaj intermediar, zona strazii dejului", Vechi,1,Cluj,Cluj-Napoca
1628179056-637,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"2 camere, 52 mp, garaj, zona strazii Eugen Ionesco",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz62202ai,2,52,1,Semidecomandat,370,1,Zorilor,"2 camere, 52 mp, garaj, zona strazii Eugen Ionesco", Nou,1,Cluj,Cluj-Napoca
1628179264-726,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Garsoniera ultracentrala cu nisa de dormit, 32 mp, zona Sora Shopping Center",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz63550ai,1,32,1,Semidecomandat,300,0,Central,"Garsoniera ultracentrala cu nisa de dormit, 32 mp, zona Sora Shopping Center", Nou,1,Cluj,Cluj-Napoca
1628179024-623,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament 2 camere, 42 mp, parcare subteran, terasa, Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz41974ai,2,42,1,Semidecomandat,550,0,Gheorgheni,"Apartament 2 camere, 42 mp, parcare subteran, terasa, Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179129-668,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament 2 camere, 55 mp, TOTUL NOU, parcare, zona strazii Corneliu Coposu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-dambul-rotund-blitz33726ai,2,55,1,Semidecomandat,400,1,Dambul Rotund,"Apartament 2 camere, 55 mp, TOTUL NOU, parcare, zona strazii Corneliu Coposu", Nou,1,Cluj,Cluj-Napoca
1628179568-857,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 2 camere, prima inchiriere, 65 mp, zona Calea Turzii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-buna-ziua-blitz67020ai,2,65,1,Semidecomandat,450,1,Buna Ziua,"Apartament 2 camere, prima inchiriere, 65 mp, zona Calea Turzii", Nou,1,Cluj,Cluj-Napoca
1628179600-871,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Penthouse 4 camere, 130 mp, imobil nou, parcare, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-gheorgheni-blitz11044ai,4,130,2,Semidecomandat,820,0,Gheorgheni,"Penthouse 4 camere, 130 mp, imobil nou, parcare, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628178880-561,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament 3 camere, 48 mp, zona Minerva",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz54089ai,3,48,1,Semidecomandat,300,0,Manastur,"Apartament 3 camere, 48 mp, zona Minerva", Vechi,1,Cluj,Cluj-Napoca
1628179595-869,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,Apartament modern cu 3 camere pe strada Louis Pasteur!,https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz38445ai,3,64,1,Semidecomandat,600,2,Zorilor,Apartament modern cu 3 camere pe strada Louis Pasteur!, Vechi,1,Cluj,Cluj-Napoca
1628179938-1017,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,Apartament cu o camera la intrare in Borhanci,https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-borhanci-blitz54799ai,1,42,1,Decomandat,240,1,Borhanci,Apartament cu o camera la intrare in Borhanci, Nou,1,Cluj,Cluj-Napoca
1628179631-885,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament cu 1 cameră în zona străzii Alexandru Roșca, 47 mp!",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-borhanci-blitz66560ai,1,47,1,Decomandat,300,1,Borhanci,"Apartament cu 1 cameră în zona străzii Alexandru Roșca, 47 mp!", Nou,1,Cluj,Cluj-Napoca
1628178930-582,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament 1 camera, semidecomandat, 48 mp, parcare, zona strazii Oasului",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-iris-blitz64477ai,1,48,1,Semidecomandat,400,1,Iris,"Apartament 1 camera, semidecomandat, 48 mp, parcare, zona strazii Oasului", Nou,1,Cluj,Cluj-Napoca
1628179408-788,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament 2 camere, 60 mp, zona Grand Hotel Italia, Pet friendly",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-buna-ziua-blitz50378ai,2,60,1,Semidecomandat,400,1,Buna Ziua,"Apartament 2 camere, 60 mp, zona Grand Hotel Italia, Pet friendly", Nou,1,Cluj,Cluj-Napoca
1628179895-998,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Garsoniera decomandata, 28 mp, zona Profi",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz30773ai,1,28,1,Decomandat,200,0,Zorilor,"Garsoniera decomandata, 28 mp, zona Profi", Vechi,1,Cluj,Cluj-Napoca
1628180060-1069,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament spatios, 100 mp, mobilat modern, zona Spitalului de Recuperare",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz69224ai,3,100,2,Semidecomandat,1000,2,Zorilor,"Apartament spatios, 100 mp, mobilat modern, zona Spitalului de Recuperare", Nou,1,Cluj,Cluj-Napoca
1628179156-679,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament cu 2 camere, 65 mp, mobilat modern, 2 parcari, zona Vivo",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz51259ai,2,65,1,Semidecomandat,420,1,Manastur,"Apartament cu 2 camere, 65 mp, mobilat modern, 2 parcari, zona Vivo", Nou,1,Cluj,Cluj-Napoca
1628179573-859,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament superb, AC, garaj, boxa, terasa, zona Scala Center",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz64458ai,2,55,1,Semidecomandat,650,1,Central,"Apartament superb, AC, garaj, boxa, terasa, zona Scala Center", Nou,1,Cluj,Cluj-Napoca
1628179235-713,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 2 camere decomandate, 54 mp, parcare, Zona Florilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz53134ai,2,54,1,Decomandat,250,1,Floresti,"Apartament 2 camere decomandate, 54 mp, parcare, Zona Florilor", Nou,1,Cluj,Cluj-Napoca
1628179733-928,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 3 camere, 75 mp, recent renovat, zona Dorobantilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz49638ai,3,75,1,Decomandat,550,1,Marasti,"Apartament 3 camere, 75 mp, recent renovat, zona Dorobantilor", Nou,1,Cluj,Cluj-Napoca
1628179002-613,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament in Vila, 116 mp, bloc nou, garaj, terasa 38 mp, zona VIVO",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-manastur-blitz56492ai,4,116,2,Semidecomandat,899,0,Manastur,"Apartament in Vila, 116 mp, bloc nou, garaj, terasa 38 mp, zona VIVO", Nou,1,Cluj,Cluj-Napoca
1628179213-704,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament cochet, 2 camere, zona VIVO, loc de parcare subteran!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz66213ai,2,43,1,Decomandat,350,1,Floresti,"Apartament cochet, 2 camere, zona VIVO, loc de parcare subteran!", Nou,1,Cluj,Cluj-Napoca
1628179992-1040,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament cu 1 camera, 36 mp, zona Sigma Center",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz69151ai,1,36,1,Semidecomandat,350,1,Zorilor,"Apartament cu 1 camera, 36 mp, zona Sigma Center", Nou,1,Cluj,Cluj-Napoca
1628179726-925,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament cu 2 camere, 45 de mp, zona Piata Flora, pet friendly",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz59736ai,2,45,1,Semidecomandat,350,0,Manastur,"Apartament cu 2 camere, 45 de mp, zona Piata Flora, pet friendly", Vechi,1,Cluj,Cluj-Napoca
1628180057-1068,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 3 camere, modern, parcare, in zona Piata Mihai Viteazu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz51677ai,3,90,2,Decomandat,1100,1,Central,"Apartament 3 camere, modern, parcare, in zona Piata Mihai Viteazu", Nou,1,Cluj,Cluj-Napoca
1628179255-722,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 2 camere, 57mp, parcare, zona Sala Sporturilor, Central",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-plopilor-blitz56529ai,2,57,1,Semidecomandat,480,1,Plopilor,"Apartament 2 camere, 57mp, parcare, zona Sala Sporturilor, Central", Nou,1,Cluj,Cluj-Napoca
1628179076-645,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament la prima inchiriere, 2 terase 67 mp, parcare, zona strazii Borhanciului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-borhanci-blitz67581ai,2,46,1,Semidecomandat,550,0,Borhanci,"Apartament la prima inchiriere, 2 terase 67 mp, parcare, zona strazii Borhanciului", Nou,1,Cluj,Cluj-Napoca
1628178925-580,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament cu 3 camere, 100 mp utili, 16 mp terasa, parcare, zona Plopilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-plopilor-blitz62102ai,3,100,2,Semidecomandat,725,0,Plopilor,"Apartament cu 3 camere, 100 mp utili, 16 mp terasa, parcare, zona Plopilor", Nou,1,Cluj,Cluj-Napoca
1628179609-875,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament cu 3 camere, 100 mp utili, zona Gradinii Botanice",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz59638ai,3,100,2,Semidecomandat,700,1,Central,"Apartament cu 3 camere, 100 mp utili, zona Gradinii Botanice", Nou,1,Cluj,Cluj-Napoca
1628179778-948,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 2 camere, decomandate, 45 mp, zona strazi Mircea Eliade, Zorilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz54098ai,2,45,1,Decomandat,400,0,Zorilor,"Apartament 2 camere, decomandate, 45 mp, zona strazi Mircea Eliade, Zorilor", Nou,1,Cluj,Cluj-Napoca
1628178862-553,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament 2 camere, decomandat, 56 mp, zona strazii C. Brancusi",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz35653ai,2,56,1,Decomandat,350,2,Gheorgheni,"Apartament 2 camere, decomandat, 56 mp, zona strazii C. Brancusi", Vechi,1,Cluj,Cluj-Napoca
1628179636-887,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 1 camera, 36 mp, parcare, zona Calea Turzii",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz33368ai,1,36,1,Decomandat,320,1,Zorilor,"Apartament 1 camera, 36 mp, parcare, zona Calea Turzii", Nou,1,Cluj,Cluj-Napoca
1628179327-753,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"2 camere semidecomandat, 54 mp, imobil nou",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz66024ai,2,54,1,Semidecomandat,400,1,Gheorgheni,"2 camere semidecomandat, 54 mp, imobil nou", Nou,1,Cluj,Cluj-Napoca
1628179368-771,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament de o camera, 42 mp si balcon, cartier Intre Lacuri",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-intre-lacuri-blitz66857ai,1,42,1,Semidecomandat,250,1,Intre Lacuri,"Apartament de o camera, 42 mp si balcon, cartier Intre Lacuri", Nou,1,Cluj,Cluj-Napoca
1628179823-967,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament 2 camere decomandate, 56 mp, prima inchiriere, parcare, zona strazii Gheorghe Dima",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz33600ai,2,56,1,Decomandat,360,1,Zorilor,"Apartament 2 camere decomandate, 56 mp, prima inchiriere, parcare, zona strazii Gheorghe Dima", Nou,1,Cluj,Cluj-Napoca
