web-scraper-order,web-scraper-start-url,apartamente,apartamente-href,no_of_rooms,surface,no_of_bathrooms,partitioning,price,no_of_terraces,cartier,title,age,user_id,city,county
1628179724-924,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament cu 2 camere,bloc 2020, parcare subterana, zona USAMV,",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-plopilor-blitz61977ai,2,51,1,Semidecomandat,500,1,Plopilor,"Apartament cu 2 camere,bloc 2020, parcare subterana, zona USAMV,", Nou,1,Cluj,Cluj-Napoca
1628180019-1052,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament 2 camere, 71 mp, A.C. , imobil nou, zona UMF",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz67984ai,2,71,1,Semidecomandat,470,1,Zorilor,"Apartament 2 camere, 71 mp, A.C. , imobil nou, zona UMF", Nou,1,Cluj,Cluj-Napoca
1628179996-1042,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament 2 camere, 56 mp, loc de parcare, zona Eugen Ionesco",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz67057ai,2,56,1,Semidecomandat,499,1,Zorilor,"Apartament 2 camere, 56 mp, loc de parcare, zona Eugen Ionesco", Nou,1,Cluj,Cluj-Napoca
1628178869-556,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"3 camere, 67 mp, imobil nou, parcare, zona Leroy Merlin",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz17670ai,3,67,1,Semidecomandat,350,1,Zorilor,"3 camere, 67 mp, imobil nou, parcare, zona Leroy Merlin", Nou,1,Cluj,Cluj-Napoca
1628179298-741,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 2 camere decomandate, 60 mp, parcare, zona Lidl!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz67279ai,2,60,1,Semidecomandat,300,1,Floresti,"Apartament 2 camere decomandate, 60 mp, parcare, zona Lidl!", Nou,1,Cluj,Cluj-Napoca
1628180118-1095,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament pe doua niveluri, doua balcoane si o terasa de 40 mp, zona strazii Mircea Eliade!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz38344ai,3,96,2,Semidecomandat,950,2,Zorilor,"Apartament pe doua niveluri, doua balcoane si o terasa de 40 mp, zona strazii Mircea Eliade!", Nou,1,Cluj,Cluj-Napoca
1628179273-730,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 2 camere, 53 mp, imobil nou, garaj, zona strazii Somesului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz66513ai,2,53,1,Semidecomandat,550,0,Central,"Apartament 2 camere, 53 mp, imobil nou, garaj, zona strazii Somesului", Nou,1,Cluj,Cluj-Napoca
1628180055-1067,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Garsoniera pet friendly, 30 mp, balcon, zona Big",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz69249ai,1,30,1,Semidecomandat,225,1,Manastur,"Garsoniera pet friendly, 30 mp, balcon, zona Big", Vechi,1,Cluj,Cluj-Napoca
1628179244-717,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 3 camere, 65 mp, parcare, zona strazii Brancusi",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz62986ai,3,65,1,Semidecomandat,300,1,Gheorgheni,"Apartament 3 camere, 65 mp, parcare, zona strazii Brancusi", Nou,1,Cluj,Cluj-Napoca
1628179000-612,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament cu 3 camere, 100 mp, terasa 180 mp, parcare, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz57976ai,3,100,2,Semidecomandat,1800,0,Gheorgheni,"Apartament cu 3 camere, 100 mp, terasa 180 mp, parcare, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179379-776,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament 2 camere, decomandat, 55 mp, parcare, zona strazii Pasteur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz65053ai,2,55,1,Decomandat,400,1,Zorilor,"Apartament 2 camere, decomandat, 55 mp, parcare, zona strazii Pasteur", Nou,1,Cluj,Cluj-Napoca
1628179683-907,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Garsoniera de inchiriat, 25 mp, zona UMF",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz61118ai,1,25,1,Semidecomandat,275,0,Zorilor,"Garsoniera de inchiriat, 25 mp, zona UMF", Nou,1,Cluj,Cluj-Napoca
1628178984-606,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament de 2 camere, decomandat, 50 mp, A.C, zona strazii Tulcea",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-intre-lacuri-blitz66437ai,2,50,1,Decomandat,350,0,Intre Lacuri,"Apartament de 2 camere, decomandat, 50 mp, A.C, zona strazii Tulcea", Nou,1,Cluj,Cluj-Napoca
1628179174-687,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament de 2 camere, lux, prima inchiriere, terasa, parcare, pet-friendly, zona Calea Turzii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz67731ai,2,47,1,Semidecomandat,450,0,Zorilor,"Apartament de 2 camere, lux, prima inchiriere, terasa, parcare, pet-friendly, zona Calea Turzii", Nou,1,Cluj,Cluj-Napoca
1628179074-644,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"2 camere decomandate, 52mp si parcare, zona Calea Turzii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz62758ai,2,52,1,Decomandat,300,1,Zorilor,"2 camere decomandate, 52mp si parcare, zona Calea Turzii", Nou,1,Cluj,Cluj-Napoca
1628180014-1050,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Garsoniera decomandata, 28 mp, zona Pietei Flora",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz53260ai,1,28,1,Decomandat,230,1,Manastur,"Garsoniera decomandata, 28 mp, zona Pietei Flora", Nou,1,Cluj,Cluj-Napoca
1628179172-686,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 2 camere, 45 mp, zona strazii Snagov",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz67727ai,2,45,1,Semidecomandat,300,0,Gheorgheni,"Apartament 2 camere, 45 mp, zona strazii Snagov", Nou,1,Cluj,Cluj-Napoca
1628179602-872,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament cu 3 camere superb, 85 mp, zona Primariei",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz60916ai,3,85,1,Semidecomandat,900,1,Central,"Apartament cu 3 camere superb, 85 mp, zona Primariei", Nou,1,Cluj,Cluj-Napoca
1628179325-752,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament 1 camera, 30 mp, zona strazii Grigore Alexandrescu",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz68069ai,1,30,1,Semidecomandat,200,1,Manastur,"Apartament 1 camera, 30 mp, zona strazii Grigore Alexandrescu", Vechi,1,Cluj,Cluj-Napoca
1628179793-955,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament o camera, decomandat, 37 mp, zona Florilor",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-floresti-blitz57134ai,1,37,1,Decomandat,190,1,Floresti,"Apartament o camera, decomandat, 37 mp, zona Florilor", Nou,1,Cluj,Cluj-Napoca
1628179426-796,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament cu 2 camere, 45 mp, parcare, A.C, zona strazii Gheorghe Dima",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz67831ai,2,45,1,Semidecomandat,450,1,Zorilor,"Apartament cu 2 camere, 45 mp, parcare, A.C, zona strazii Gheorghe Dima", Vechi,1,Cluj,Cluj-Napoca
1628178923-579,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament cu 2 camere decomandate, lux, prima inchiriere, parcare, zona UMF",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz55910ai,2,55,1,Decomandat,600,0,Zorilor,"Apartament cu 2 camere decomandate, lux, prima inchiriere, parcare, zona UMF", Nou,1,Cluj,Cluj-Napoca
1628178875-559,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament 2 camere, 60 mp, garaj subteran, zona strazii Trifoiului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-buna-ziua-blitz39279ai,2,60,1,Semidecomandat,460,0,Buna Ziua,"Apartament 2 camere, 60 mp, garaj subteran, zona strazii Trifoiului", Nou,1,Cluj,Cluj-Napoca
1628179401-785,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament 3 camere, doua balcoane, zona strazii Porii!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz52693ai,2,57,1,Semidecomandat,275,2,Floresti,"Apartament 3 camere, doua balcoane, zona strazii Porii!", Nou,1,Cluj,Cluj-Napoca
1628178966-598,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"3 camere, decomandat, parcare, 69 mp, zona Jupiter",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-baciu-blitz63862ai,3,69,1,Decomandat,280,1,Baciu,"3 camere, decomandat, parcare, 69 mp, zona Jupiter", Vechi,1,Cluj,Cluj-Napoca
1628179253-721,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"2 camere, 73 mp, totul nou, la prima inchiriere, parcare, zona Victor Babes",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz13212ai,2,73,1,Semidecomandat,550,0,Central,"2 camere, 73 mp, totul nou, la prima inchiriere, parcare, zona Victor Babes", Vechi,1,Cluj,Cluj-Napoca
1628180075-1076,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 3 camere decomandate ,66mp, parcare,zona Kaufland, Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz31766ai,3,66,2,Decomandat,500,1,Manastur,"Apartament 3 camere decomandate ,66mp, parcare,zona Kaufland, Manastur", Vechi,1,Cluj,Cluj-Napoca
1628178921-578,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament 2 camere, 65 mp, parcare, zona strazii Hameiului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz35379ai,2,65,1,Semidecomandat,330,1,Manastur,"Apartament 2 camere, 65 mp, parcare, zona strazii Hameiului", Nou,1,Cluj,Cluj-Napoca
1628179582-863,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 2 camere modern, 42 mp, prima inchiriere, parcare, zona Porii!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz66430ai,2,42,1,Semidecomandat,260,0,Floresti,"Apartament 2 camere modern, 42 mp, prima inchiriere, parcare, zona Porii!", Nou,1,Cluj,Cluj-Napoca
1628179015-619,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament cu 2 camere, lux, la prima inchiriere, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz49592ai,2,60,1,Semidecomandat,680,0,Gheorgheni,"Apartament cu 2 camere, lux, la prima inchiriere, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179203-700,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Totul nou, garsoniera, 30 mp, terasa, Mina Residence",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-buna-ziua-blitz63021ai,1,30,1,Semidecomandat,400,0,Buna Ziua,"Totul nou, garsoniera, 30 mp, terasa, Mina Residence", Nou,1,Cluj,Cluj-Napoca
1628179654-894,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament 2 camere, 42 mp, zona străzii Mehedinți",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz65866ai,2,42,1,Decomandat,350,0,Manastur,"Apartament 2 camere, 42 mp, zona străzii Mehedinți", Vechi,1,Cluj,Cluj-Napoca
1628179618-879,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 2 camere, 50 mp, posibilitate de parcare, zona strazii Craiova",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz68693ai,2,50,1,Semidecomandat,400,0,Central,"Apartament 2 camere, 50 mp, posibilitate de parcare, zona strazii Craiova", Nou,1,Cluj,Cluj-Napoca
1628178968-599,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament 3 camere, 55 mp, zona strazii Aurel Suciu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz63444ai,3,55,1,Semidecomandat,380,0,Gheorgheni,"Apartament 3 camere, 55 mp, zona strazii Aurel Suciu", Nou,1,Cluj,Cluj-Napoca
1628178973-601,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"2 camere decomandate la vila, 80 mp, imobil nou, parcare, 2 terase!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz62264ai,2,80,2,Semidecomandat,500,0,Zorilor,"2 camere decomandate la vila, 80 mp, imobil nou, parcare, 2 terase!", Nou,1,Cluj,Cluj-Napoca
1628178946-589,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament 2 camere, decomandat, 2 parcari, 77 mp, zona Oncos",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-buna-ziua-blitz40820ai,2,77,1,Decomandat,500,0,Buna Ziua,"Apartament 2 camere, decomandat, 2 parcari, 77 mp, zona Oncos", Nou,1,Cluj,Cluj-Napoca
1628179431-798,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament cu 2 camere, 50 mp, balcon, zona strazii Horea",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz32807ai,2,50,1,Semidecomandat,330,1,Central,"Apartament cu 2 camere, 50 mp, balcon, zona strazii Horea", Nou,1,Cluj,Cluj-Napoca
1628179226-710,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 3 camere, 64 mp, imobil nou, zona strazii Stadionului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-floresti-blitz48251ai,3,64,2,Semidecomandat,390,1,Floresti,"Apartament 3 camere, 64 mp, imobil nou, zona strazii Stadionului", Nou,1,Cluj,Cluj-Napoca
1628179458-810,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"1 camera, 28 mp, pet friendly, zona strazii Fantanele",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-grigorescu-blitz65147ai,1,28,1,Decomandat,190,1,Grigorescu,"1 camera, 28 mp, pet friendly, zona strazii Fantanele", Vechi,1,Cluj,Cluj-Napoca
1628179036-628,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament cu 3 camere, 110 mp, bloc nou, modern, parcare, garaj, strada Fagului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-buna-ziua-blitz12022ai,3,110,2,Semidecomandat,600,2,Buna Ziua,"Apartament cu 3 camere, 110 mp, bloc nou, modern, parcare, garaj, strada Fagului", Nou,1,Cluj,Cluj-Napoca
1628178864-554,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"2 camere, 60 mp, imobil tip-casa, curte, zona FSPAC",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz28411ai,2,60,1,Semidecomandat,370,0,Gheorgheni,"2 camere, 60 mp, imobil tip-casa, curte, zona FSPAC", Vechi,1,Cluj,Cluj-Napoca
1628179798-957,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 3 camere, prima inchiriere, zona Donath, loc de parcare",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-floresti-blitz66827ai,3,67,2,Semidecomandat,430,1,Floresti,"Apartament 3 camere, prima inchiriere, zona Donath, loc de parcare", Nou,1,Cluj,Cluj-Napoca
1628180098-1086,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"2 camere, lux, 65 mp, bucataria decomandata, balcon, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz69041ai,2,65,1,Semidecomandat,520,1,Gheorgheni,"2 camere, lux, 65 mp, bucataria decomandata, balcon, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179699-914,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament de 3 camere, 75 mp, terasa, parcare, zona Sigma Center",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz67652ai,3,75,2,Semidecomandat,630,1,Zorilor,"Apartament de 3 camere, 75 mp, terasa, parcare, zona Sigma Center", Nou,1,Cluj,Cluj-Napoca
1628179009-616,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,Apartament cu 2 camere modern situat in P-ta Muzeului!,https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz54202ai,2,40,1,Semidecomandat,530,1,Central,Apartament cu 2 camere modern situat in P-ta Muzeului!, Nou,1,Cluj,Cluj-Napoca
1628179676-904,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"2 camere decomandate, 60 mp, zona Spitalul de Recuperare, cartier Zorilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz57168ai,2,60,1,Decomandat,340,1,Zorilor,"2 camere decomandate, 60 mp, zona Spitalul de Recuperare, cartier Zorilor", Vechi,1,Cluj,Cluj-Napoca
1628180093-1084,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament cu 3 camere decomandat, 110mp, prima inchiriere, zona Big",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz51169ai,3,110,2,Decomandat,570,1,Manastur,"Apartament cu 3 camere decomandat, 110mp, prima inchiriere, zona Big", Nou,1,Cluj,Cluj-Napoca
1628179424-795,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"2 camere, 45 mp, mobilat dragut, zona Casei de Cultura a Studentilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz8869ai,2,45,1,Semidecomandat,450,0,Central,"2 camere, 45 mp, mobilat dragut, zona Casei de Cultura a Studentilor", Vechi,1,Cluj,Cluj-Napoca
1628179848-978,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament 2 camere, 65 mp, imobil tip casa, terasa, zona strazii Decebal!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz35946ai,2,65,1,Semidecomandat,420,0,Central,"Apartament 2 camere, 65 mp, imobil tip casa, terasa, zona strazii Decebal!", Nou,1,Cluj,Cluj-Napoca
1628179944-1020,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament 3 camere, decomandat, 65 mp, parcare, zona Mehedinti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz53296ai,3,65,1,Decomandat,300,0,Manastur,"Apartament 3 camere, decomandat, 65 mp, parcare, zona Mehedinti", Vechi,1,Cluj,Cluj-Napoca
1628179688-909,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"1 camera, 35 mp, zona Sala Sporturilor, cartier Plopilor",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-plopilor-blitz62882ai,1,35,1,Decomandat,280,1,Plopilor,"1 camera, 35 mp, zona Sala Sporturilor, cartier Plopilor", Nou,1,Cluj,Cluj-Napoca
1628179978-1034,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament cu 3 camere, 75 mp, decomandat, 2 balcoane, zona McDonald!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz12969ai,3,75,1,Decomandat,350,2,Manastur,"Apartament cu 3 camere, 75 mp, decomandat, 2 balcoane, zona McDonald!", Vechi,1,Cluj,Cluj-Napoca
1628179411-789,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,Apartamentul ce te invita intr-un decor minimalist,https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz28235ai,2,46,1,Semidecomandat,580,0,Gheorgheni,Apartamentul ce te invita intr-un decor minimalist, Nou,1,Cluj,Cluj-Napoca
1628179374-774,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament 3 camere, decomandat, pet friendly, 70 mp, zona Big Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz67493ai,3,70,2,Decomandat,390,1,Manastur,"Apartament 3 camere, decomandat, pet friendly, 70 mp, zona Big Manastur", Vechi,1,Cluj,Cluj-Napoca
1628179246-718,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"3 camere, 90 mp utili, parcare, zona strazii Donath",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-grigorescu-blitz14108ai,3,90,2,Semidecomandat,450,1,Grigorescu,"3 camere, 90 mp utili, parcare, zona strazii Donath", Vechi,1,Cluj,Cluj-Napoca
1628179365-770,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"3 camere, 48 mp, Pet Friendly, zona strazii Parang",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz61855ai,3,48,1,Semidecomandat,300,0,Manastur,"3 camere, 48 mp, Pet Friendly, zona strazii Parang", Nou,1,Cluj,Cluj-Napoca
1628180082-1079,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 3 camere, 67 mp, AC, zona OMV Marasti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz41190ai,3,67,2,Semidecomandat,520,2,Marasti,"Apartament 3 camere, 67 mp, AC, zona OMV Marasti", Vechi,1,Cluj,Cluj-Napoca
1628179465-813,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament 3 camere, 62 mp, zona strazii Gruia",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gruia-blitz33782ai,3,62,1,Semidecomandat,330,1,Gruia,"Apartament 3 camere, 62 mp, zona strazii Gruia", Nou,1,Cluj,Cluj-Napoca
